Response ID,Real image ID,Synthetic Image ID,Real Image Response,Syn image response,Date
1992,48,121,real,synthetic,2020-01-02T20:12:48.014325
1993,49,174,synthetic,synthetic,2020-01-02T20:12:48.014325
1994,2,235,real,synthetic,2020-01-02T20:12:48.014325
1995,55,137,real,synthetic,2020-01-02T20:12:48.014325
1996,97,222,real,synthetic,2020-01-02T20:12:48.014325
1997,67,200,synthetic,real,2020-01-02T20:12:48.014325
1998,36,124,real,synthetic,2020-01-02T20:12:48.014325
1999,60,137,real,synthetic,2020-01-02T20:12:48.014325
2000,42,137,real,synthetic,2020-01-02T20:12:48.014325
2001,31,225,real,synthetic,2020-01-02T20:12:48.014325
2002,110,247,synthetic,real,2020-01-02T20:12:48.014325
2003,87,196,synthetic,synthetic,2020-01-02T20:12:48.014325
2004,16,134,real,real,2020-01-02T20:12:48.014325
2005,48,194,real,real,2020-01-02T20:12:48.014325
2006,110,149,real,real,2020-01-02T20:12:48.014325
2007,107,161,synthetic,synthetic,2020-01-02T20:12:48.014325
2008,55,183,real,real,2020-01-02T20:12:48.014325
2009,65,151,synthetic,real,2020-01-02T20:12:48.014325
2010,15,162,synthetic,synthetic,2020-01-02T20:12:48.014325
2011,88,248,real,synthetic,2020-01-02T20:12:48.014325
2012,107,131,real,synthetic,2020-01-02T20:12:48.014325
2013,117,218,synthetic,synthetic,2020-01-02T20:12:48.014325
2014,118,201,real,synthetic,2020-01-02T20:12:48.014325
2015,17,200,real,synthetic,2020-01-02T20:12:48.014325
2016,59,167,synthetic,real,2020-01-02T20:12:48.014325
2017,119,164,real,real,2020-01-02T20:12:48.014325
2018,11,131,real,real,2020-01-02T20:12:48.014325
2019,44,202,synthetic,real,2020-01-02T20:12:48.014325
2020,114,216,synthetic,synthetic,2020-01-02T20:12:48.014325
2021,48,197,real,synthetic,2020-01-02T20:12:48.014325
2022,20,128,synthetic,synthetic,2020-01-02T20:12:48.014325
2023,104,206,real,synthetic,2020-01-02T20:12:48.014325
2024,99,180,real,real,2020-01-02T20:12:48.014325
2025,61,203,real,real,2020-01-02T20:12:48.014325
2026,92,170,real,synthetic,2020-01-02T20:12:48.014325
2027,40,136,real,synthetic,2020-01-02T20:12:48.014325
2028,72,121,real,synthetic,2020-01-02T20:12:48.014325
2029,85,126,synthetic,synthetic,2020-01-02T20:12:48.014325
2030,60,223,real,synthetic,2020-01-02T20:12:48.014325
2031,66,245,synthetic,synthetic,2020-01-02T20:12:48.014325
2032,69,169,synthetic,real,2020-01-02T20:12:48.014325
2033,104,164,real,synthetic,2020-01-02T20:12:48.014325
2034,90,200,real,synthetic,2020-01-02T20:12:48.014325
2035,18,235,real,synthetic,2020-01-02T20:12:48.014325
2036,16,198,real,real,2020-01-02T20:12:48.014325
2037,113,136,real,synthetic,2020-01-02T20:12:48.014325
2038,94,189,synthetic,synthetic,2020-01-02T20:12:48.014325
2039,11,222,synthetic,real,2020-01-02T20:12:48.014325
2040,118,220,synthetic,real,2020-01-02T20:12:48.014325
2041,90,171,synthetic,real,2020-01-02T20:12:48.014325
2042,68,245,real,synthetic,2020-01-02T20:12:48.014325
2043,82,235,synthetic,real,2020-01-02T20:12:48.014325
2044,87,202,synthetic,synthetic,2020-01-02T20:12:48.014325
2045,98,192,real,synthetic,2020-01-02T20:12:48.014325
2046,86,247,real,synthetic,2020-01-02T20:12:48.014325
2047,96,122,synthetic,synthetic,2020-01-02T20:12:48.014325
2048,64,135,synthetic,real,2020-01-02T20:12:48.014325
2049,90,168,synthetic,synthetic,2020-01-02T20:12:48.014325
2050,2,229,synthetic,real,2020-01-02T20:12:48.014325
2051,20,209,synthetic,synthetic,2020-01-02T20:12:48.014325
2052,106,237,real,synthetic,2020-01-02T20:12:48.014325
2053,24,148,real,real,2020-01-02T20:12:48.014325
2054,59,124,synthetic,synthetic,2020-01-02T20:12:48.014325
2055,111,195,real,synthetic,2020-01-02T20:12:48.014325
2056,7,162,synthetic,synthetic,2020-01-02T20:12:48.014325
2057,74,230,synthetic,real,2020-01-02T20:12:48.014325
2058,2,226,synthetic,real,2020-01-02T20:12:48.014325
2059,90,234,synthetic,synthetic,2020-01-02T20:12:48.014325
2060,34,204,real,synthetic,2020-01-02T20:12:48.014325
2061,105,237,synthetic,real,2020-01-02T20:12:48.014325
2062,79,216,real,synthetic,2020-01-02T20:12:48.014325
2063,88,215,real,real,2020-01-02T20:12:48.014325
2064,96,215,synthetic,real,2020-01-02T20:12:48.014325
2065,107,176,real,real,2020-01-02T20:12:48.014325
2066,94,139,real,synthetic,2020-01-02T20:12:48.014325
2067,20,231,real,real,2020-01-02T20:12:48.014325
2068,40,208,real,synthetic,2020-01-02T20:12:48.014325
2069,69,123,synthetic,real,2020-01-02T20:12:48.014325
2070,50,220,synthetic,real,2020-01-02T20:12:48.014325
2071,79,231,real,synthetic,2020-01-02T20:12:48.014325
2072,107,183,synthetic,synthetic,2020-01-02T20:12:48.014325
2073,39,149,synthetic,real,2020-01-02T20:12:48.014325
2074,92,199,synthetic,real,2020-01-02T20:12:48.014325
2075,50,183,synthetic,real,2020-01-02T20:12:48.014325
2076,91,209,synthetic,synthetic,2020-01-02T20:12:48.014325
2077,120,146,real,synthetic,2020-01-02T20:12:48.014325
2078,64,160,synthetic,real,2020-01-02T20:12:48.014325
2079,88,168,real,real,2020-01-02T20:12:48.014325
2080,88,127,synthetic,real,2020-01-02T20:12:48.014325
2081,39,206,real,synthetic,2020-01-02T20:12:48.014325
2082,73,236,synthetic,real,2020-01-02T20:12:48.014325
2083,49,167,synthetic,synthetic,2020-01-02T20:12:48.014325
2084,77,189,real,real,2020-01-02T20:12:48.014325
2085,70,236,real,synthetic,2020-01-02T20:12:48.014325
2086,19,216,synthetic,real,2020-01-02T20:12:48.014325
2087,14,152,real,real,2020-01-02T20:12:48.014325
2088,102,190,synthetic,synthetic,2020-01-02T20:12:48.014325
2089,5,122,real,synthetic,2020-01-02T20:12:48.014325
2090,114,213,real,synthetic,2020-01-02T20:12:48.014325
2091,65,178,synthetic,real,2020-01-02T20:12:48.014325
2092,21,227,real,synthetic,2020-01-02T20:12:48.014325
2093,6,217,real,real,2020-01-02T20:12:48.014325
2094,107,134,real,synthetic,2020-01-02T20:12:48.014325
2095,102,230,real,synthetic,2020-01-02T20:12:48.014325
2096,70,123,synthetic,real,2020-01-02T20:12:48.014325
2097,63,126,real,real,2020-01-02T20:12:48.014325
2098,86,228,real,real,2020-01-02T20:12:48.014325
2099,2,192,real,synthetic,2020-01-02T20:12:48.014325
2100,2,244,synthetic,synthetic,2020-01-02T20:12:48.014325
2101,90,191,real,synthetic,2020-01-02T20:12:48.014325
2102,34,172,real,synthetic,2020-01-02T20:12:48.014325
2103,27,240,real,synthetic,2020-01-02T20:12:48.014325
2104,28,139,synthetic,real,2020-01-02T20:12:48.014325
2105,74,223,synthetic,synthetic,2020-01-02T20:12:48.014325
2106,73,146,real,real,2020-01-02T20:12:48.014325
2107,94,228,real,synthetic,2020-01-02T20:12:48.014325
2108,75,211,real,synthetic,2020-01-02T20:12:48.014325
2109,63,142,synthetic,synthetic,2020-01-02T20:12:48.014325
2110,50,226,synthetic,synthetic,2020-01-02T20:12:48.014325
2111,26,126,real,real,2020-01-02T20:12:48.014325
2112,3,128,real,real,2020-01-02T20:12:48.014325
2113,55,186,synthetic,real,2020-01-02T20:12:48.014325
2114,32,132,real,synthetic,2020-01-02T20:12:48.014325
2115,69,238,real,real,2020-01-02T20:12:48.014325
2116,27,138,synthetic,synthetic,2020-01-02T20:12:48.014325
2117,41,204,synthetic,real,2020-01-02T20:12:48.014325
2118,43,163,real,synthetic,2020-01-02T20:12:48.014325
2119,40,211,synthetic,synthetic,2020-01-02T20:12:48.014325
2120,65,132,synthetic,synthetic,2020-01-02T20:12:48.014325
2121,30,196,real,synthetic,2020-01-02T20:12:48.014325
2122,50,154,real,synthetic,2020-01-02T20:12:48.014325
2123,75,155,synthetic,real,2020-01-02T20:12:48.014325
2124,70,206,real,synthetic,2020-01-02T20:12:48.014325
2125,30,157,synthetic,synthetic,2020-01-02T20:12:48.014325
2126,20,188,real,real,2020-01-02T20:12:48.014325
2127,106,163,real,synthetic,2020-01-02T20:12:48.014325
2128,8,146,synthetic,real,2020-01-02T20:12:48.014325
2129,98,209,real,synthetic,2020-01-02T20:12:48.014325
2130,34,194,real,real,2020-01-02T20:12:48.014325
2131,47,191,synthetic,real,2020-01-02T20:12:48.014325
2132,42,164,synthetic,real,2020-01-02T20:12:48.014325
2133,94,247,real,synthetic,2020-01-02T20:12:48.014325
2134,103,136,synthetic,real,2020-01-02T20:12:48.014325
2135,104,156,real,synthetic,2020-01-02T20:12:48.014325
2136,28,195,synthetic,real,2020-01-02T20:12:48.014325
2137,53,247,real,real,2020-01-02T20:12:48.014325
2138,54,144,synthetic,synthetic,2020-01-02T20:12:48.014325
2139,24,147,synthetic,synthetic,2020-01-02T20:12:48.014325
2140,26,131,real,synthetic,2020-01-02T20:12:48.014325
2141,17,191,synthetic,synthetic,2020-01-02T20:12:48.014325
2142,31,189,real,real,2020-01-02T20:12:48.014325
2143,109,194,synthetic,synthetic,2020-01-02T20:12:48.014325
2144,98,153,real,real,2020-01-02T20:12:48.014325
2145,14,166,real,real,2020-01-02T20:12:48.014325
2146,8,155,real,real,2020-01-02T20:12:48.014325
2147,29,157,real,real,2020-01-02T20:12:48.014325
2148,23,182,real,synthetic,2020-01-02T20:12:48.014325
2149,66,166,synthetic,synthetic,2020-01-02T20:12:48.014325
2150,83,157,synthetic,synthetic,2020-01-02T20:12:48.014325
2151,26,214,synthetic,real,2020-01-02T20:12:48.014325
2152,87,170,real,synthetic,2020-01-02T20:12:48.014325
2153,61,212,real,synthetic,2020-01-02T20:12:48.014325
2154,80,232,synthetic,real,2020-01-02T20:12:48.014325
2155,89,200,synthetic,synthetic,2020-01-02T20:12:48.014325
2156,73,219,synthetic,real,2020-01-02T20:12:48.014325
2157,86,135,real,synthetic,2020-01-02T20:12:48.014325
2158,53,141,real,real,2020-01-02T20:12:48.014325
2159,48,208,real,synthetic,2020-01-02T20:12:48.014325
2160,18,132,synthetic,synthetic,2020-01-02T20:12:48.014325
2161,31,204,real,synthetic,2020-01-02T20:12:48.014325
2162,17,229,real,synthetic,2020-01-02T20:12:48.014325
2163,32,242,synthetic,synthetic,2020-01-02T20:12:48.014325
2164,97,183,synthetic,real,2020-01-02T20:12:48.014325
2165,78,168,real,real,2020-01-02T20:12:48.014325
2166,108,132,real,synthetic,2020-01-02T20:12:48.014325
2167,120,145,synthetic,real,2020-01-02T20:12:48.014325
2168,81,141,synthetic,real,2020-01-02T20:12:48.014325
2169,84,243,real,synthetic,2020-01-02T20:12:48.014325
2170,120,143,synthetic,synthetic,2020-01-02T20:12:48.014325
2171,6,242,synthetic,real,2020-01-02T20:12:48.014325
2172,69,198,synthetic,synthetic,2020-01-02T20:12:48.014325
2173,92,148,synthetic,real,2020-01-02T20:12:48.014325
2174,9,176,synthetic,real,2020-01-02T20:12:48.014325
2175,118,168,synthetic,real,2020-01-02T20:12:48.014325
2176,86,198,synthetic,real,2020-01-02T20:12:48.014325
2177,106,238,synthetic,synthetic,2020-01-02T20:12:48.014325
2178,3,218,synthetic,real,2020-01-02T20:12:48.014325
2179,57,233,synthetic,synthetic,2020-01-02T20:12:48.014325
2180,64,247,real,synthetic,2020-01-02T20:12:48.014325
2181,35,174,synthetic,real,2020-01-02T20:12:48.014325
2182,106,209,real,synthetic,2020-01-02T20:12:48.014325
2183,30,188,synthetic,real,2020-01-02T20:12:48.014325
2184,66,228,synthetic,real,2020-01-02T20:12:48.014325
2185,40,164,real,real,2020-01-02T20:12:48.014325
2186,18,204,synthetic,synthetic,2020-01-02T20:12:48.014325
2187,17,230,synthetic,synthetic,2020-01-02T20:12:48.014325
2188,1,244,real,real,2020-01-02T20:12:48.014325
2189,94,185,synthetic,synthetic,2020-01-02T20:12:48.014325
2190,101,168,real,synthetic,2020-01-02T20:12:48.014325
2191,71,240,synthetic,synthetic,2020-01-02T20:12:48.014325
2192,37,183,real,synthetic,2020-01-02T20:12:48.014325
2193,59,224,real,synthetic,2020-01-02T20:12:48.014325
2194,59,183,real,synthetic,2020-01-02T20:12:48.014325
2195,43,228,synthetic,synthetic,2020-01-02T20:12:48.014325
2196,75,243,synthetic,real,2020-01-02T20:12:48.014325
2197,1,177,real,synthetic,2020-01-02T20:12:48.014325
2198,39,241,real,real,2020-01-02T20:12:48.014325
2199,53,121,synthetic,real,2020-01-02T20:12:48.014325
2200,97,139,real,real,2020-01-02T20:12:48.014325
2201,108,192,real,synthetic,2020-01-02T20:12:48.014325
2202,21,193,real,synthetic,2020-01-02T20:12:48.014325
2203,23,147,real,synthetic,2020-01-02T20:12:48.014325
2204,102,221,real,real,2020-01-02T20:12:48.014325
2205,109,140,real,real,2020-01-02T20:12:48.014325
2206,9,195,real,synthetic,2020-01-02T20:12:48.014325
2207,63,148,synthetic,synthetic,2020-01-02T20:12:48.014325
2208,33,123,real,synthetic,2020-01-02T20:12:48.014325
2209,42,160,synthetic,synthetic,2020-01-02T20:12:48.014325
2210,37,210,synthetic,real,2020-01-02T20:12:48.014325
2211,4,126,synthetic,real,2020-01-02T20:12:48.014325
2212,47,243,real,synthetic,2020-01-02T20:12:48.014325
2213,95,130,synthetic,synthetic,2020-01-02T20:12:48.014325
2214,61,236,real,synthetic,2020-01-02T20:12:48.014325
2215,31,169,real,real,2020-01-02T20:12:48.014325
2216,55,192,synthetic,real,2020-01-02T20:12:48.014325
2217,93,139,real,real,2020-01-02T20:12:48.014325
2218,76,149,synthetic,synthetic,2020-01-02T20:12:48.014325
2219,49,157,real,real,2020-01-02T20:12:48.014325
2220,5,184,synthetic,real,2020-01-02T20:12:48.014325
2221,109,157,synthetic,synthetic,2020-01-02T20:12:48.014325
2222,100,202,synthetic,real,2020-01-02T20:12:48.014325
2223,120,161,synthetic,real,2020-01-02T20:12:48.014325
2224,98,211,synthetic,synthetic,2020-01-02T20:12:48.014325
2225,38,121,synthetic,synthetic,2020-01-02T20:12:48.014325
2226,12,123,synthetic,real,2020-01-02T20:12:48.014325
2227,53,177,synthetic,synthetic,2020-01-02T20:12:48.014325
2228,47,167,real,real,2020-01-02T20:12:48.014325
2229,91,224,synthetic,synthetic,2020-01-02T20:12:48.014325
2230,13,155,synthetic,synthetic,2020-01-02T20:12:48.014325
2231,91,248,synthetic,real,2020-01-02T20:12:48.014325
2232,106,122,synthetic,synthetic,2020-01-02T20:12:48.014325
2233,13,225,synthetic,real,2020-01-02T20:12:48.014325
2234,113,130,real,synthetic,2020-01-02T20:12:48.014325
2235,40,222,real,real,2020-01-02T20:12:48.014325
2236,23,207,synthetic,synthetic,2020-01-02T20:12:48.014325
2237,113,191,synthetic,synthetic,2020-01-02T20:12:48.014325
2238,113,154,real,real,2020-01-02T20:12:48.014325
2239,100,242,synthetic,synthetic,2020-01-02T20:12:48.014325
2240,34,124,real,synthetic,2020-01-02T20:12:48.014325
2241,41,154,synthetic,real,2020-01-02T20:12:48.014325
2242,73,192,synthetic,real,2020-01-02T20:12:48.014325
2243,59,203,synthetic,real,2020-01-02T20:12:48.014325
2244,67,209,real,synthetic,2020-01-02T20:12:48.014325
2245,116,213,synthetic,synthetic,2020-01-02T20:12:48.014325
2246,63,230,real,synthetic,2020-01-02T20:12:48.014325
2247,64,176,real,real,2020-01-02T20:12:48.014325
2248,50,178,real,real,2020-01-02T20:12:48.014325
2249,29,235,synthetic,real,2020-01-02T20:12:48.014325
2250,113,145,synthetic,synthetic,2020-01-02T20:12:48.014325
2251,95,170,synthetic,synthetic,2020-01-02T20:12:48.014325
2252,30,230,synthetic,synthetic,2020-01-02T20:12:48.014325
2253,17,127,real,synthetic,2020-01-02T20:12:48.014325
2254,11,169,real,synthetic,2020-01-02T20:12:48.014325
2255,43,136,real,real,2020-01-02T20:12:48.014325
2256,16,123,synthetic,real,2020-01-02T20:12:48.014325
2257,96,237,real,real,2020-01-02T20:12:48.014325
2258,33,187,synthetic,real,2020-01-02T20:12:48.014325
2259,91,142,synthetic,real,2020-01-02T20:12:48.014325
2260,31,218,real,synthetic,2020-01-02T20:12:48.014325
2261,88,131,real,synthetic,2020-01-02T20:12:48.014325
2262,30,218,real,synthetic,2020-01-02T20:12:48.014325
2263,73,130,synthetic,real,2020-01-02T20:12:48.014325
2264,107,192,synthetic,real,2020-01-02T20:12:48.014325
2265,113,137,real,real,2020-01-02T20:12:48.014325
2266,57,132,real,real,2020-01-02T20:12:48.014325
2267,74,216,synthetic,synthetic,2020-01-02T20:12:48.014325
2268,87,185,real,synthetic,2020-01-02T20:12:48.014325
2269,52,219,synthetic,synthetic,2020-01-02T20:12:48.014325
2270,13,240,real,real,2020-01-02T20:12:48.014325
2271,93,243,synthetic,real,2020-01-02T20:12:48.014325
2272,12,139,real,real,2020-01-02T20:12:48.014325
2273,63,247,synthetic,synthetic,2020-01-02T20:12:48.014325
2274,105,123,synthetic,synthetic,2020-01-02T20:12:48.014325
2275,69,149,real,synthetic,2020-01-02T20:12:48.014325
2276,69,147,real,synthetic,2020-01-02T20:12:48.014325
2277,57,130,synthetic,synthetic,2020-01-02T20:12:48.014325
2278,25,126,synthetic,real,2020-01-02T20:12:48.014325
2279,36,210,synthetic,real,2020-01-02T20:12:48.014325
2280,103,122,real,real,2020-01-02T20:12:48.014325
2281,15,127,synthetic,real,2020-01-02T20:12:48.014325
2282,39,208,real,synthetic,2020-01-02T20:12:48.014325
2283,113,135,synthetic,synthetic,2020-01-02T20:12:48.014325
2284,25,242,synthetic,synthetic,2020-01-02T20:12:48.014325
2285,56,184,synthetic,synthetic,2020-01-02T20:12:48.014325
2286,88,193,real,real,2020-01-02T20:12:48.014325
2287,36,128,synthetic,real,2020-01-02T20:12:48.014325
2288,13,195,synthetic,real,2020-01-02T20:12:48.014325
2289,55,168,synthetic,real,2020-01-02T20:12:48.014325
2290,36,171,synthetic,synthetic,2020-01-02T20:12:48.014325
2291,66,188,real,real,2020-01-02T20:12:48.014325
2292,92,156,synthetic,synthetic,2020-01-02T20:12:48.014325
2293,55,227,real,synthetic,2020-01-02T20:12:48.014325
2294,39,227,synthetic,synthetic,2020-01-02T20:12:48.014325
2295,111,130,real,synthetic,2020-01-02T20:12:48.014325
2296,101,165,real,real,2020-01-02T20:12:48.014325
2297,73,192,real,synthetic,2020-01-02T20:12:48.014325
2298,82,211,real,synthetic,2020-01-02T20:12:48.014325
2299,12,139,synthetic,real,2020-01-02T20:12:48.014325
2300,76,178,synthetic,synthetic,2020-01-02T20:12:48.014325
2301,42,207,real,synthetic,2020-01-02T20:12:48.014325
2302,22,136,real,synthetic,2020-01-02T20:12:48.014325
2303,25,245,real,synthetic,2020-01-02T20:12:48.014325
2304,108,229,synthetic,real,2020-01-02T20:12:48.014325
2305,18,157,real,real,2020-01-02T20:12:48.014325
2306,89,163,real,synthetic,2020-01-02T20:12:48.014325
2307,30,163,real,synthetic,2020-01-02T20:12:48.014325
2308,43,164,synthetic,synthetic,2020-01-02T20:12:48.014325
2309,55,168,synthetic,synthetic,2020-01-02T20:12:48.014325
2310,112,178,real,synthetic,2020-01-02T20:12:48.014325
2311,35,226,synthetic,real,2020-01-02T20:12:48.014325
2312,41,175,synthetic,real,2020-01-02T20:12:48.014325
2313,35,202,synthetic,real,2020-01-02T20:12:48.014325
2314,58,241,synthetic,real,2020-01-02T20:12:48.014325
2315,104,128,real,synthetic,2020-01-02T20:12:48.014325
2316,91,173,real,real,2020-01-02T20:12:48.014325
2317,108,167,synthetic,real,2020-01-02T20:12:48.014325
2318,64,159,synthetic,real,2020-01-02T20:12:48.014325
2319,61,245,synthetic,real,2020-01-02T20:12:48.014325
2320,119,229,synthetic,synthetic,2020-01-02T20:12:48.014325
2321,93,191,synthetic,synthetic,2020-01-02T20:12:48.014325
2322,81,128,real,real,2020-01-02T20:12:48.014325
2323,118,168,real,synthetic,2020-01-02T20:12:48.014325
2324,17,219,real,synthetic,2020-01-02T20:12:48.014325
2325,60,216,synthetic,real,2020-01-02T20:12:48.014325
2326,43,137,synthetic,synthetic,2020-01-02T20:12:48.014325
2327,92,127,synthetic,real,2020-01-02T20:12:48.014325
2328,110,193,real,real,2020-01-02T20:12:48.014325
2329,33,220,real,real,2020-01-02T20:12:48.014325
2330,42,187,real,real,2020-01-02T20:12:48.014325
2331,105,226,real,real,2020-01-02T20:12:48.014325
2332,90,198,real,synthetic,2020-01-02T20:12:48.014325
2333,108,142,synthetic,synthetic,2020-01-02T20:12:48.014325
2334,58,154,real,real,2020-01-02T20:12:48.014325
2335,35,222,synthetic,real,2020-01-02T20:12:48.014325
2336,67,225,real,synthetic,2020-01-02T20:12:48.014325
2337,45,156,real,real,2020-01-02T20:12:48.014325
2338,61,239,synthetic,real,2020-01-02T20:12:48.014325
2339,55,192,synthetic,real,2020-01-02T20:12:48.014325
2340,8,127,synthetic,real,2020-01-02T20:12:48.014325
2341,46,215,real,real,2020-01-02T20:12:48.014325
2342,101,183,synthetic,synthetic,2020-01-02T20:12:48.014325
2343,9,218,synthetic,real,2020-01-02T20:12:48.014325
2344,48,187,synthetic,real,2020-01-02T20:12:48.014325
2345,120,195,real,synthetic,2020-01-02T20:12:48.014325
2346,13,163,synthetic,synthetic,2020-01-02T20:12:48.014325
2347,40,247,synthetic,real,2020-01-02T20:12:48.014325
2348,68,160,synthetic,real,2020-01-02T20:12:48.014325
2349,60,149,synthetic,real,2020-01-02T20:12:48.014325
2350,4,165,synthetic,real,2020-01-02T20:12:48.014325
2351,2,247,synthetic,synthetic,2020-01-02T20:12:48.014325
2352,79,132,synthetic,real,2020-01-02T20:12:48.014325
2353,113,225,real,real,2020-01-02T20:12:48.014325
2354,60,198,synthetic,real,2020-01-02T20:12:48.014325
2355,96,147,real,synthetic,2020-01-02T20:12:48.014325
2356,66,174,synthetic,real,2020-01-02T20:12:48.014325
2357,102,182,real,synthetic,2020-01-02T20:12:48.014325
2358,5,212,real,real,2020-01-02T20:12:48.014325
2359,99,189,real,real,2020-01-02T20:12:48.014325
2360,58,208,synthetic,synthetic,2020-01-02T20:12:48.014325
2361,111,214,real,synthetic,2020-01-02T20:12:48.014325
2362,48,190,synthetic,synthetic,2020-01-02T20:12:48.014325
2363,24,198,synthetic,real,2020-01-02T20:12:48.014325
2364,73,122,real,real,2020-01-02T20:12:48.014325
2365,99,183,synthetic,synthetic,2020-01-02T20:12:48.014325
2366,71,197,real,synthetic,2020-01-02T20:12:48.014325
2367,63,190,synthetic,synthetic,2020-01-02T20:12:48.014325
2368,100,209,real,synthetic,2020-01-02T20:12:48.014325
2369,84,137,real,real,2020-01-02T20:12:48.014325
2370,65,246,real,real,2020-01-02T20:12:48.014325
2371,1,203,real,synthetic,2020-01-02T20:12:48.014325
2372,45,121,real,synthetic,2020-01-02T20:12:48.014325
2373,119,145,real,synthetic,2020-01-02T20:12:48.014325
2374,90,236,real,synthetic,2020-01-02T20:12:48.014325
2375,23,201,synthetic,real,2020-01-02T20:12:48.014325
2376,105,170,real,synthetic,2020-01-02T20:12:48.014325
2377,88,226,synthetic,real,2020-01-02T20:12:48.014325
2378,46,147,synthetic,synthetic,2020-01-02T20:12:48.014325
2379,38,160,real,synthetic,2020-01-02T20:12:48.014325
2380,42,160,synthetic,synthetic,2020-01-02T20:12:48.014325
2381,39,240,synthetic,synthetic,2020-01-02T20:12:48.014325
2382,89,134,synthetic,real,2020-01-02T20:12:48.014325
2383,77,143,real,real,2020-01-02T20:12:48.014325
2384,97,140,synthetic,real,2020-01-02T20:12:48.014325
2385,1,240,real,synthetic,2020-01-02T20:12:48.014325
2386,15,186,synthetic,synthetic,2020-01-02T20:12:48.014325
2387,55,234,real,synthetic,2020-01-02T20:12:48.014325
2388,119,170,synthetic,real,2020-01-02T20:12:48.014325
2389,34,209,synthetic,synthetic,2020-01-02T20:12:48.014325
2390,79,138,real,real,2020-01-02T20:12:48.014325
2391,90,202,synthetic,real,2020-01-02T20:12:48.014325
2392,14,232,synthetic,synthetic,2020-01-02T20:12:48.014325
2393,71,134,real,synthetic,2020-01-02T20:12:48.014325
2394,81,134,synthetic,real,2020-01-02T20:12:48.014325
2395,105,136,synthetic,synthetic,2020-01-02T20:12:48.014325
2396,38,160,real,real,2020-01-02T20:12:48.014325
2397,1,122,synthetic,synthetic,2020-01-02T20:12:48.014325
2398,5,144,synthetic,real,2020-01-02T20:12:48.014325
2399,82,149,synthetic,real,2020-01-02T20:12:48.014325
2400,39,168,real,synthetic,2020-01-02T20:12:48.014325
2401,29,221,synthetic,synthetic,2020-01-02T20:12:48.014325
2402,33,195,real,real,2020-01-02T20:12:48.014325
2403,29,181,real,real,2020-01-02T20:12:48.014325
2404,57,221,real,synthetic,2020-01-02T20:12:48.014325
2405,50,243,synthetic,synthetic,2020-01-02T20:12:48.014325
2406,43,144,synthetic,real,2020-01-02T20:12:48.014325
2407,52,188,synthetic,real,2020-01-02T20:12:48.014325
2408,99,210,synthetic,synthetic,2020-01-02T20:12:48.014325
2409,6,203,real,real,2020-01-02T20:12:48.014325
2410,3,214,synthetic,real,2020-01-02T20:12:48.014325
2411,52,181,synthetic,synthetic,2020-01-02T20:12:48.014325
2412,93,220,real,real,2020-01-02T20:12:48.014325
2413,73,169,real,synthetic,2020-01-02T20:12:48.014325
2414,21,169,real,real,2020-01-02T20:12:48.014325
2415,92,211,real,real,2020-01-02T20:12:48.014325
2416,55,174,synthetic,synthetic,2020-01-02T20:12:48.014325
2417,48,242,real,real,2020-01-02T20:12:48.014325
2418,48,126,synthetic,synthetic,2020-01-02T20:12:48.014325
2419,111,165,real,real,2020-01-02T20:12:48.014325
2420,104,235,synthetic,synthetic,2020-01-02T20:12:48.014325
2421,59,157,synthetic,synthetic,2020-01-02T20:12:48.014325
2422,94,156,synthetic,synthetic,2020-01-02T20:12:48.014325
2423,113,167,real,synthetic,2020-01-02T20:12:48.014325
2424,73,151,real,real,2020-01-02T20:12:48.014325
2425,80,155,real,real,2020-01-02T20:12:48.014325
2426,46,137,synthetic,synthetic,2020-01-02T20:12:48.014325
2427,45,157,synthetic,real,2020-01-02T20:12:48.014325
2428,115,230,real,real,2020-01-02T20:12:48.014325
2429,5,188,synthetic,real,2020-01-02T20:12:48.014325
2430,81,211,synthetic,real,2020-01-02T20:12:48.014325
2431,15,162,real,real,2020-01-02T20:12:48.014325
2432,114,126,real,synthetic,2020-01-02T20:12:48.014325
2433,106,138,synthetic,synthetic,2020-01-02T20:12:48.014325
2434,58,214,synthetic,synthetic,2020-01-02T20:12:48.014325
2435,13,121,synthetic,synthetic,2020-01-02T20:12:48.014325
2436,65,169,synthetic,synthetic,2020-01-02T20:12:48.014325
2437,52,158,synthetic,synthetic,2020-01-02T20:12:48.014325
2438,66,147,synthetic,synthetic,2020-01-02T20:12:48.014325
2439,7,172,real,real,2020-01-02T20:12:48.014325
2440,50,191,synthetic,real,2020-01-02T20:12:48.014325
2441,108,221,real,real,2020-01-02T20:12:48.014325
2442,13,215,real,synthetic,2020-01-02T20:12:48.014325
2443,20,189,real,synthetic,2020-01-02T20:12:48.014325
2444,48,203,synthetic,synthetic,2020-01-02T20:12:48.014325
2445,1,180,synthetic,real,2020-01-02T20:12:48.014325
2446,6,182,synthetic,real,2020-01-02T20:12:48.014325
2447,20,136,synthetic,real,2020-01-02T20:12:48.014325
2448,35,142,real,real,2020-01-02T20:12:48.014325
2449,78,209,synthetic,synthetic,2020-01-02T20:12:48.014325
2450,110,165,synthetic,synthetic,2020-01-02T20:12:48.014325
2451,62,170,real,real,2020-01-02T20:12:48.014325
2452,96,151,synthetic,real,2020-01-02T20:12:48.014325
2453,9,204,synthetic,synthetic,2020-01-02T20:12:48.014325
